1,12,100,1,1,1,G11,CFG1100001,0,12-100-000156,1,CSC,1,1,C,1,1,,,1,0.0,1,0
2,12,100,1,1,1,J11,CFJ1100001,0,12-100-000169,1,CSC,1,1,C,4,4,2019-01-01,,1,0.0,1,0
3,12,100,1,1,1,J11,CFJ1100001,0,12-100-000158,1,CSC,1,1,C,4,4,,,1,0.0,1,0
4,12,100,1,1,1,K11,CFK1100001,0,12-100-000159,1,CSC,1,1,C,5,5,,,1,0.0,1,0
5,12,100,1,1,1,K31,CFK3100001,0,12-100-000170,1,CSC,1,1,C,5,5,2019-01-01,,1,0.0,1,0
6,12,100,1,2,1,M11,CFM1100001,0,12-100-000163,1,CSC,1,1,C,7,7,,,1,0.0,1,0
7,12,100,1,2,1,M11,CFM1100001,0,12-100-000162,1,CSC,1,1,C,7,7,,,1,0.0,1,0
8,12,100,1,2,1,M21,CFM2100001,0,12-100-000165,1,CSC,1,1,C,7,7,,,1,0.0,1,0
9,12,100,1,2,1,M21,CFM2100001,0,12-100-000166,1,CSC,1,1,C,7,7,,,1,0.0,1,0
10,12,100,1,2,1,M23,CFM2300003,0,12-100-000005,1,CSC,1,1,C,7,7,,,1,0.0,1,0
11,12,100,1,2,1,M23,CFM2300003,0,12-100-000004,1,CSC,1,1,C,7,7,,,1,0.0,1,0
12,12,100,1,2,1,M23,CFM2300003,0,12-100-000003,1,CSC,1,1,C,7,7,,,1,0.0,1,0
13,12,100,1,2,1,M23,CFM2300003,0,12-100-000001,1,CSC,1,1,C,7,7,,,1,0.0,1,0
14,12,100,1,2,1,M23,CFM2300003,0,12-100-000002,1,CSC,1,1,C,7,7,,,1,0.0,1,0
15,12,100,1,2,1,N22,CFN2200002,0,12-100-000006,1,CSC,1,1,C,8,8,,,1,0.0,1,0
16,12,100,1,2,1,N22,CFN2200002,0,12-100-000008,1,CSC,1,1,C,8,8,,,1,0.0,1,0
17,12,100,1,2,1,N22,CFN2200002,0,12-100-000007,1,CSC,1,1,C,8,8,,,1,0.0,1,0
18,12,100,1,2,1,O11,CFO1100001,0,12-100-000014,1,CSC,1,1,C,9,9,,,1,0.0,1,0
19,12,100,1,2,1,O11,CFO1100001,0,12-100-000013,1,CSC,1,1,C,9,9,,,1,0.0,1,0
20,12,100,1,2,1,O11,CFO1100001,0,12-100-000012,1,CSC,1,1,C,9,9,,,1,0.0,1,0
21,12,100,1,2,1,O11,CFO1100001,0,12-100-000011,1,CSC,1,1,C,9,9,,,1,0.0,1,0
22,12,100,1,2,1,O23,CFO2300003,0,12-100-000015,1,CSC,1,1,C,9,9,,,1,0.0,1,0
23,12,100,1,2,1,O32,CFO3200002,0,12-100-000018,1,CSC,1,1,C,9,9,,,1,0.0,1,0
24,12,100,1,2,1,O32,CFO3200002,0,12-100-000017,1,CSC,1,1,C,9,9,,,1,0.0,1,0
25,12,100,1,2,1,O33,CFO3300003,0,12-100-000019,1,CSC,1,1,C,9,9,,,1,0.0,1,0
26,12,100,1,2,1,O33,CFO3300003,0,12-100-000020,1,CSC,1,1,C,9,9,,,1,0.0,1,0
